Album titel,Brødtekst,SKU,Pris,Udgivet,Selskab,Attribute,Value,Nid,Lager,Oprettelsesdato
Graf - Orbit 1," <p>Med baggrund i jazz- og improvisationsmusik strikker de herrer Walsøe og Nielsen på fineste manér et håndspillet, analogt boblende, ambient kludetæppe sammen.</p>
<p>Efter en lang række af succesrige samarbejder med bl.a. Thomas Knak, Jan Sonnegaard, Hanne Boel, Johanna Elina og Nina Baun er Graf klar med deres debut EP. Fellingen er stadig håndspillet og sine steder decideret jazzet, men Graf befinder sig mere i den analogt boblende, sfærisk håndspillede ende af skalaen. Fans af Brian Eno, Jan Jelinek og Krautrock vil kunne lide hvad Graf disker op med på deres ekstremt smagfulde debut EP!</p>
<p>Skrevet om Orbit  1:</p>
<p>""Med albumtitlen sender Mads Emil Nielsen og Simon Walsøe tankerne i retning af rumrejser, og musikken signalerer, at der er tale om melankolske og let dystre udflugter. Dronende klangflader og overtoner giver et køligt skær, mens rytmesporene skiftevis giver rejsen fremdrift og slår den ud af kurs med ustabile, arytmiske passager.”</p>
<p>“Duoen har tidligere samarbejdet med Thomas Knak (alias Opiate), og på Orbit 1 lægger Graf sig ganske tæt op ad Knaks skrabede electronica med sarte klokkemelodier og prikkende, raspende beats. Der er ikke tale om, at de efteraber, og de mestrer den afmålte æstetik udmærket. Men der er mere at komme efter, når duoen lader synthlinjerne folde sig ud og holder de rytmiske elementer i baggrunden.""</p>
<p><a href=""http://www.undertoner.dk/2012/02/graf-orbit-1/"">http://www.undertoner.dk/2012/02/graf-orbit-1/</a></p>
<p>""GRAF’s debut har fået titlen Orbit 1 og kan også bedst beskrives som en rejse ud i rummet. I stil med Trentemøller, er lyden meget syret og abstrakt – dog stadig organisk. Til stor forskel fra lignende kunstnere, så er duoens lyd skabt manuelt på gamle gamle synthesizere, trommemaskiner, samplere og analoge effekter. GRAF er retro på futuristisk vis. Dermed giver de software som Cubase og Ableton baghjul, til fordel for instrumenternes individuelle lydkulisse.""</p>
<p><a href=""http://www.soundiac.com/28/11/2011/graf-er-elektronisk-musik-uden-klicheer/"">http://www.soundiac.com/28/11/2011/graf-er-elektronisk-musik-uden-klicheer/</a></p>
<p>Læs et interview med Graf her:</p>
<p><a href=""http://www.kultunaut.dk/perl/nyheder/type-nynaut?n=10721"">http://www.kultunaut.dk/perl/nyheder/type-nynaut?n=10721</a></p>
<p>Lyd, video og videre info findes her:<br /><a href=""http://grafmusic.dk/"">http://grafmusic.dk/</a></p>
<p><a href=""http://cargocollective.com/space-craft"">http://cargocollective.com/space-craft</a></p>
 ",Spacecraft01,"60,00 kr.",1,Space-craft,Format:select:1,"12"" EP:1",3278,17.00,2014-08-08
Grand Mother's Funck - GMF feat. Akil the MC - Remixed!," <p>Blot et strejf af kreativ energi: I efteråret 2010, den schweiziske 8-piece funk-kollektiv GMF - udsendte Grand Mors Funck deres 7-track EP ""GMF feat. Akil MC "", limited edition på vinyl, som blev sendt til udvalgte DJs over hele verden. I 2011 afsluttede GMF deres fuldlængde CD-album ""The Proud Egyption"" (CH: Sony Music / Internat:. GLM-Impulso) og turnerede med deres special guest Akil The MC (Jurassic 5). I mellemtiden er deres vinyl-EP blevet spillet i England, Tyskland og Frankrig, og mange remixes blev gjort ... Breakbeat Paradise Recordings er nu stolte af at præsentere en fremragende samling af remixes af Europas fineste funk-og breakbeat-DJ s Mr. Confuse (De), Breakbeat Junkie (UK), Zamali (BE), Farside (CH), Kalumenos (CH) og sidst men ikke mindst: BBP egen BadboE (DK).<br />
I løbet af de sidste 18 år, har det otte mands store kollektiv GMF - Grand Mother Funck opbygget et ry for festmusik på et højeste niveau. GMF er generelt betragtes som det bedste schweizisk funk band. De har vist sig populær blandt alle aldersgrupper og i hele verden, med CD-udgivelser i USA og i Tyskland, samt fået airplay på Bahamas og en fan-club i Japan.<br />
På deres nye album og koncert tour, har GMF og fået følgeskab af Akil The MC. Rapper og tekstforfatter Akil er bedst kendt som det stiftende medlem af den legendariske HipHop gruppe Jurassic 5. En sand mester i rim fra LA South Central som møder ""Le Funck Fédéral "" ... Selvom de kommer fra forskellige hjørner af sort musik samt forskellige verdenshjørner – er deres rødder er den samme! Samarbejdet mellem disse to store aktører er et perfekt match, og resultatet en eksplosiv blanding af Funk, HipHop, R & B og Soul musik.</p>
 ",BBP-043,"60,00 kr.",1,Breakbeat Paradise,Format:select:1,"12"" EP:1",3279,4.00,2014-08-08
Gravy - Glory To Our Brilliant Name,,PONY08CD,"50,00 kr.",1,Ponyrec,Format:select:1,CD:1,3591,20.00,2014-08-08
Gravy - Glory To Our Brilliant Name,,PONY08LP,"50,00 kr.",1,Ponyrec,Format:select:1,"12"" LP:1",3590,5.00,2014-08-08
Gravy - Gravy," <p>Gravy er synonymt med Nikolaj Grummesgaard, der sammen med sin kreative sparringspartner Jens Søndergaard (PowerSolo) har søgt dybt i de indre lommer, og nu udsender et meget personligt album. Albummet er indspillet i eget studie, og både her, såvel som live, stiller Gravy med hele to trommeslagere; Jens Søndergaard og Erik Toffer. Tilsat så stærke kræfter som Mads Nygaard (Sterling), Jonas Linnet (Sterling) og Hans Emil Hansen (Traening), der alle har præget det endelige lydbillede. Albummet er mixet af ”The Great Nalna” i Kondi Frost studiet, der tidligere har stået bag PowerSolo, The Tremolo Beer Gut og The Mopeds. Gravy lader personligt udtryk komme før genre og tidsånd. Resultatet er albummet ”Gravy”, et indfølt, kalejdoskopisk album, der samles af Gravys helt særegne tone af lys melankoli. Skævvreden rock og sing-a-long omkvæd tegner dette melodiske album-portræt af en social enspænder. Har man prøvet at kunne alting – og så ende med at ligge og stirre op på støvtrådene i loftet derhjemme, så er her genkendlige billeder. I de intime stemningsbilleder mærkes det at Gravy oprindeligt var et enmands-projekt. Efter mange år i bands som The Defectors og Godless Wicked Creeps - med de deraf følgende kompromiser - fandt Nikolaj Grummesgaard sin indre enspænder frem, satte sig med sin guitar i et år, og komponerede fra hjertet. Sangen ”In Love with Me” er en hilsen til dén periode. Gravys inspiration er de sidste 50 års beatmusik – og så er den ikke længere. Der er komponeret frit uden andet for øje end personligt udtryk og stemning. Sangenes pop omkvæd er dyppet godt og grundigt i numrenes skæve opbygning, og mange-facetterede instrumentering. Find selv det forstemte klaver og den lille klokke. Når du ligger med kinden mod et kradsende sofabetræk og tænker ”hvorfor mig?”, så er Gravy hos dig. Men Gravy skal også nok samle dig op og få dig med til ”Party in the Men’s Room” og videre endnu til et nummer, der stærkt repræsenterer Gravys særkende, det resignerede og alligevel optimistiske ”Shine On Us”. Omdrejningspunktet for Gravy er den lyse melankoli. En melankoli med masser af fremdrift.</p>
 ",PONY03CD,"50,00 kr.",1,Ponyrec,Format:select:1,CD:1,3280,20.00,2014-08-08
Gravy - Gravy,,PONY03LP,"50,00 kr.",1,Ponyrec,Format:select:1,"12"" LP:1",3589,6.00,2014-08-08
"Great Depression, The - Whatever you're building",,PHI016LTD,"55,00 kr.",1,Phisteria,Format:select:1,"10"":1",3592,,2014-08-08
Green Pitch - Alert," <p> D. 7. november udgav Green Pitch ep'en „Alert“ som afslutningen på trilogien „Asleep Awake Alert“. Samtidig udkommer alle 3 ep'er samlet på cd.<br />
Som på de foregående Green Pitch udgivelser er det Rex Garfields smukke og glasklare stemme som er i forgrunden og som bærer lytteren med rundt på pladen.<br />
På „Alert“ får Rex desuden igen assitance af sanger Kristian Finne Kristensen – en mandlig vokal som danner en givende kontrast til Rex' forsigtige stemme.<br />
Green Pitch's musik har stadig melankoli og længsel i centrum og på „Alert“ udføres den af et meget velspillende band.<br />
Igennem processen med at indspille og udgive de 3 ep'er i 2011 har bandet gennemgået en spændende udvikling; fra tidligere at have været en duo er Green Pitch nu en samling af dygtige musikere som alle byder ind med hvad de kan.<br />
Der er blevet plads til flere anderledes tiltag og Green Pitch er i dag mere at forstå som et kollektiv omkring ægteparret Ste og Rex Garfield.<br />
2011 har været meget lærerigt for kollektivet og alle glæder sig til at tage fat i nye projekter. Der er ingen tvivl om at Green Pitch meget gerne ville tage på en lang tur, men ægteparret er i dobbelt lykkelige omstændigheder, så der går nok et stykke tid inden vi ser Green Pitch på landevejen, men vi håber at „Asleep Awake Alert“ vil være et levedygtigt alternativ.<br />
Med triologien er det i hvert fald sikkert at Green Pitch har tillagt sig en ny metode som vil frembringe en masse smukke, sørgelige, håbefulde og melankolske sange i fremtiden. </p>
 ",PONY34,"50,00 kr.",1,Ponyrec,Format:select:1,"12"" EP:1",3594,3.00,2014-08-08
Green Pitch - Asleep Awake Alert," <p>Med udgivelsen af 3 ep'er i 2011 har Green Pitch endnu en gang høstet fortjente roser i pressen; bl.a. 6 stjerner i Gaffa for ”Alert”, mens ”Asleep” og Awake” begge modtog 5 flotte stjerner.<br />
Alle 3 ep'er er samlet her på ”Asleep Awake Alert”</p>
<p>Som på de foregående Green Pitch udgivelser er det Rex Garfields smukke og glasklare stemme som er i forgrunden og som bærer lytteren med rundt på pladen.<br />
På ”Asleep Awake Alert“ får Rex desuden igen assitance af sanger Kristian Finne Kristensen – en mandlig vokal som danner en givende kontrast til Rex' forsigtige stemme.<br />
Green Pitch's musik har stadig melankoli og længsel i centrum og på ”Asleep Awake Alert“ udføres den af et meget velspillende band.<br />
Igennem processen med at indspille og udgive de 3 ep'er i 2011 har bandet gennemgået en spændende udvikling; fra tidligere at have været en duo er Green Pitch nu en samling af dygtige musikere som alle byder ind med hvad de kan.</p>
<p>Der er blevet plads til flere anderledes tiltag og Green Pitch er i dag mere at forstå som et kollektiv omkring ægteparret Ste og Rex Garfield.<br />
2011 har været meget lærerigt for kollektivet og alle glæder sig til at tage fat i nye projekter. Der er ingen tvivl om at Green Pitch meget gerne ville tage på en lang tur, men ægteparret er i dobbelt lykkelige omstændigheder, så der går nok et stykke tid inden vi ser Green Pitch på landevejen, men vi håber at „Asleep Awake Alert“ vil være et levedygtigt alternativ.<br />
Med triologien er det i hvert fald sikkert at Green Pitch har tillagt sig en ny metode som vil frembringe en masse smukke, sørgelige, håbefulde og melankolske sange i fremtiden.</p>
 ",PONY35,"75,00 kr.",1,Ponyrec,Format:select:1,CD:1,3595,22.00,2014-08-08
Green Pitch - La Jolla,,PONY25CD,"75,00 kr.",1,Ponyrec,Format:select:1,CD:1,3593,36.00,2014-08-08
Green Pitch - Asleep,,PONY31LP,"50,00 kr.",1,Ponyrec,Format:select:1,"12"" EP:1",3597,8.00,2014-08-08
Green Pitch - Awake,,PONY32LP,"50,00 kr.",1,Ponyrec,Format:select:1,"12"" EP:1",3596,5.00,2014-08-08
Greg MacPherson - Disintegration Blues,,PLAY/REC38V,"75,00 kr.",1,Play/Rec,Format:select:1,"12"" LP:1",3599,4.00,2014-08-08
Greg MacPherson - Sun Beats Down ,,PLAY/REC22-V,"30,00 kr.",1,Play/Rec,Format:select:1,"12"" LP:1",3598,4.00,2014-08-08
Gry - Anima," <p>""Efter mange år i forskellige musikalske konstellationer, debuterer GRY nu med første solo projekt."" ANIMA er titlen på den første EP i ""Xident"" trilogien, der udkommer på hendes eget nystartede pladeselskab Present Records. Sangende på Anima spænder mellem stramme elektropop kompositioner og smukke ballader, bestående af ren a cappella sang. Gry veksler fra det helt nære til det store drama, uden at miste sig selv. Hun formår med enkle midler at tage én med ud i hendes helt unikke og meget musikalske univers. Denne EP er komponeret, sunget og produceret af Gry selv. Numrene er optaget i en sauna, et gammelt andehus på Tåsinge og under dynen i forskellige lejligheder i Berlin. Gry er en moderne musiker, en nomade med studiet i tasken, sangen fra hjertet og bladet fra munden. Gry er uddannet fra Akademiet for Mediekunst i Köln 2007. Hun har tilbragt de sidste 10 år i Tyskland, hvor hun har haft gang i en usædvanlig karriere på den mere eksperimenterende scene. Hun har arbejdet sammen og udgivet LPer med navne som Pan Sonic, Funkstörung og FM Einheit (ex-Einstürzende Neubauten). Herhjemme dannede hun i 90´erne trup med lydkunstneren Jacob Kirkegaard og rapperen Zaki i bandet Æter.</p>
 ",PR01,"75,00 kr.",1,Present Records,Format:select:1,CD:1,3600,14.00,2014-08-08
Guano Padano (LP) - 2," <p>Guano Padano's musik er inspireret af orientalsk verdensmusik, gammel amerikansk folk og eksperiementerende jazz (Bill Frisell, Eugene Chadbourne). Albummet er en plade rig på eksotiske toner, og musikken leder ofte tankerne hen på filmiske scenarier.</p>
<p>På albummet medvirker derudover så prominente som Mike Patton og Mark Ribbot, der låner henholdsvis vis vokal og guitar til to forskellige numre.</p>
 ",FIR.Y17,"75,00 kr.",1,Tannen Records,Format:select:1,"12"" LP:1",3281,0.00,2014-08-08
Gud Er Kvinde - Gud Er Kvinde,,GUDERKVINDE01,"65,00 kr.",1,Yoyooyoy,Format:select:1,"10"" EP:1",3282,21.00,2014-08-08
Gunni & Nitterne - Pæne Piger Boller I Karry,,GUNNILP03,"75,00 kr.",1,Balkanmafiaen,Format:select:1,"12"" LP:1",3601,5.00,2014-08-08
Gunni & Nitterne - Pæne Piger Boller I Karry,,GUNNICD03,"75,00 kr.",1,Balkanmafiaen,Format:select:1,CD:1,3602,22.00,2014-08-08
Gunni Torp - Det smitter," <p>Smittefare, drukture og meningen med livet - Solo-album fra Gunni Torp, fra Gunni & Nitterne.</p>
<p>Gunni Torp er en sangskriver med meget på hjerte! Ordene vælter bogstaveligt talt ud af hendes mund i nye og gamle konstellationer som farver virkeligheden med surrealistiske og groteske nuancer. Citater og ordsprog vendes på hovedet, mantraer og eder flettes sammen.<br />
”Det smitter” er hendes første solo-udspil og albummets 10 nye sangehandler om hjertekvaler, smittefare, børneopfostring, drukture og den evige søgen efter tilhørsforhold og mening.<br />
Det er grumme alvorligt, men humoren har også fået plads : Hvad stiller manf.eks. op som enlig mor, når ungerne udvikler fjervækst og svømmehud og hellere vil ud at flyve end at gå i daginstitution? Og kan vi bevare det gode humør når smitte-faren truer os på livet?</p>
<p>” ..Først ku' den kravle, så ku' den gå - min drøm har fået vinger på<br />
Jeg så en fiskestime i en ulvetime - glimtende i grøn og blå<br />
som en flok cyklister i myldretid - kastede de sig fra side til side<br />
Ligner jeg en idiot eller bare en klovn - jeg kan lide at trille ært og køre rundt i hestevogn ..”<br />
fra sangen ”Min indre by”</p>
<p>Fra sin fortid i bands som Klepti Klepti og Orkestar Baxtalo har Gunni Torp den rå og melankolske balkanstil med sig, og hendes karakteristiske, kraftfulde stemme danser sig gennem de dansksprogede sange med intensitet og varme.<br />
Musikalsk blander hun på frygtløst hip hop med revyviser og pigtråd med smædesange.<br />
Harmonika'en spiller en fremtrædende rolle sammen med et analogt orgel, strygere, horn, trommer, sav m.m. behersket af en flok kompetente og originale musikere fra Københavns balkanmafia.<br />
Det er genkendeligt og folkeligt – med stærke understrømme af urban uforudsigelighed og teknisk uheld.<br />
Et krapyl af et album fra en fantasifuld og virtuos fortæller, træfsikkert produceret af Ask Kæreby.</p>
<p><a href=""http://www.gunnitorp.dk"">www.gunnitorp.dk</a></p>
 ",NA83,"75,00 kr.",1,Balkanmafiaen,Format:select:1,CD:1,3284,13.00,2014-08-08
Halasan Bazar - Space Junk," <p>
Halasan Bazar er et eksperimentelt psych pop orkester, sprunget ud af den nye danske psykedelia scene. Bandet er baseret i København, men bandets besætning og lydbillede trækker i mere kosmiske retninger. Ledet af den visionære sangskriver Fredrik Eckhoff kombineres lunefuld men drømmende retro futuristisk psykedelia med et flair af urban elektrisk folk rock. Bandet forbindes til stadighed med garage scenen i San Fransisco, men det tekstlige univers kan reflekteres op imod New York scenens kølige defaitisme.</p>
<p>Halasan Bazar har eksisteret siden 2010 og har allerede seks udgivelser på CV'et – heraf er de fire første udgivelser selvudgivne, hvorimod de seneste to henholdsvis er udgivet på det norske selskab OOaOO Records og seneste udgivelse (som var bandets første fuldlængde album) blev udgivet på San Fransisco selskabet Moon Glyph.</p>
<p>Hvor bandets første fuldlængde album ”How To Be Ever Happy” var en fokuseret og orkestral pop psych plade, er Space Junk en mere løssluppent, intens og rå affære, der med den spontane skabertrang og tekstmæssige underfundige ærlighed giver sangene en snert af umiddelbarhed og desperation. Space Junk dekonstruerer bandets pastorelle pop fortid, og viderefører dette ind i en ny elektrisk retro futuristisk vision </p>
 ",NA91,"90,00 kr.",1,Crash Symbols,Format:select:1,"12"" LP:1",3285,0.00,2014-08-08
